Post_Link_ID,Question_Score,Question_Title,Question_Content,Answer,Tags
52157858,0,How to print a tabular dictionary in Python,"<p>Suppose I have a dictionary of the form:   </p>

<pre><code>the_board = {(1,1) : ' ', (1,2) : ' ', (1,3) : ' ',
             (2,1) : ' ', (2,2) : ' ', (2,3) : ' ',
             (3,1) : ' ', (3,2) : ' ', (3,3) : ' ',}
</code></pre>

<p>I want to print each row line by line. Currently I do something like this:</p>

<pre><code>def display(board):
    var = list(board.values())  # Iterator to print out the table
    i = 0
    j = 0
    maxi = len(var)
    while i &lt; maxi:
        while j &lt; (i + 3):
            print(var[j], end="""")
            if j &lt; i+2:
                print('|', end='')
            j += 1
        print()
        if i &lt; (maxi-1):
            print(""-+-+-"")
        i += 3
</code></pre>

<p>I am aware that this is most likely not the most ""pythonic way"" to achieve what I want. How would I do so in a more pythonic manner? (I am aware that I can use the keys to achieve this since I gave them coordinate keys, but I may need to print a tabular dictionary without ordered/subscripted keys, so I would appreciate a more general solution).<br>
&nbsp;<br>
Found out about Python's <a href=""https://docs.python.org/3/library/functions.html#func-range"" rel=""nofollow noreferrer"">range</a> function, so now my code looks like this:   </p>

<pre><code>def display(board):
    var = list(board.values())  # Iterator to print out the table
    maxi = len(var)
    for i in range(0, maxi, 3):
        for j in range(i, (i+3)):
            print(var[j], end="""")
            if j &lt; i+2:
                print('|', end='')
        print()
        if i &lt; (maxi-1):
            print(""-+-+-"")
</code></pre>

<p>Still not sure it's the best way to write it.</p>
","def chunks(l,n):
"""""" Split list into chunks of size n """"""
    for i in range(0, len(l), n):
        yield l[i:i+n]

def display(board):
    for values in chunks(list(the_board.values()), 3):
        print('|'.join(values))    # use str.join to concat strings with separators
        print('-+-+-')
",<python><dictionary>
46860569,0,Removing a word from a list which appears one after the other,"<p>Lets say i have a list of words as shown below,</p>

<pre><code>A=['ab','bc','cd','de','de','ef','bc']
</code></pre>

<p>I tried to use sets as seen below,</p>

<pre><code>def remove_similar_words(self,sent):

    original_set = set()
    result = []
    for item in sent:
        if item not in original_set:
            original_set.add(item)
            result.append(item)
    return result
</code></pre>

<p><code>sent</code> is list <strong>A</strong>.</p>

<p>The result of the above method would be </p>

<pre><code>result=['ab','bc','cd','de','ef']
</code></pre>

<p>But, i need the result to be,</p>

<pre><code>needed_result=['ab','bc','cd','de','ef','bc']
</code></pre>

<p><strong>Question</strong> : How can i change my code to cater the requirement of producing the list <code>needed_result</code>?</p>

<p>Also i would like to avoid sets since i need to preserve the order.</p>
","def remove_similar_words(sent):

last = """"
result = []
for item in sent:
    if item != last:
        last=item
        result.append(item)
return result

A=['ab','bc','cd','de','de','ef','bc']
print ("", "".join(remove_similar_words(A)))
",<list><set><python-3.6>
46710308,0,"First ""for loop"" stops after first iteration python","<p>I am reading two different files with for loop. First ""for loop"" stops after first iteration. The print output is only line1 of f1 with all lines of f2 but then exit the loop.  </p>

<pre><code>for line1 in f1:
    line1 = line1.split('\t')
    for line2 in f2:
        line2 = line2.split('\t')

        print line1,line2
</code></pre>

<blockquote>
  <p><strong>f1:</strong></p>
  
  <p>x1</p>
  
  <p>x2</p>
  
  <p>x3</p>
  
  <p><strong>f2:</strong></p>
  
  <p>y1</p>
  
  <p>y2</p>
  
  <p>y3</p>
  
  <p><strong>output:</strong></p>
  
  <p>x1 y1</p>
  
  <p>x1 y2</p>
  
  <p>x1 y3</p>
  
  <p>x2 y1</p>
  
  <p>x2 y2</p>
  
  <p>x2 y3</p>
  
  <p>x3 y1</p>
  
  <p>x3 y2</p>
  
  <p>x3 y3</p>
</blockquote>
","def print_both(f1, f2):
    f1.seek(0)
    f2.seek(0)
    for line1 in f1:
        line1 = line1.split('\t')
        for line2 in f2:
            line2 = line2.split('\t')
            print(line1, line2)

        f2.seek(0)


print_both(open(""f1.tsv"", 'r'), open(""f2.tsv"", 'r'))
",<python-2.7><for-loop>
46460127,0,efficiently finding prime numbers in python,"<p>here is my code:</p>

<pre><code>def findPrimes():
   prime=True
   c=0
   n=1
   while n&lt;14:
        n=n+1
        for i in range(1,n):
            if n%i==0:
                prime=False
        if prime==True:
            print(n)
   while c==0:
        n=n+1
        if (n%2==0) or (n%3==0) or (n%5==0)or (n%7==0)or (n%11==0)or (n%13==0):
            c=0#this does nothing
        else:
            for i in range(5,int(n**0.5),2):
                if n%i==0:
                    break
            print(n)
findPrimes()
</code></pre>

<p>it should output:
2
3
5
7
11
13
17
...
Instead, I get:
17
19
23
29
31
37
41
43
47
...
or(with break in a different indent):
2
3
4
5
6
7
8
9
10
11
12
13
17
19
...
why is this?</p>
","def primes_sieve2(limit):
a = [True] * limit                   # Initialize the primalitylist
a[0] = a[1] = False

for (i, isprime) in enumerate(a):
    if isprime:
        yield i
        for n in xrange(i*i, limit, i):     # Mark factors non-prime
            a[n] = False
",<python><math>
45413983,0,"Python: Dynamically update a dictionary with varying variable ""depth""","<p>I have a dictionary with various variable types - from simple strings to other nested dictionaries several levels deep. I need to create a pointer to a specific key:value pair so it can be used in a function that would update the dictionary and could be called like so:</p>

<pre><code>dict_update(my_dictionary, value, level1key, *level2key....)
</code></pre>

<p>Data coming from a web request like this:</p>

<pre><code>data {
    'edited-fields': ['level1key-level2key-level3key', 'level1key-level2key-listindex', 'level1key'], 
    'level1key-level2key-level3key': 'value1', 
    'level1key-level2key-listindex': 'value2',
    'level1key': 'value3' 
}
</code></pre>

<p>I can get to the original value to read it like this:</p>

<pre><code>for field in data[""edited-fields""]:
    args = field.split(""-"")
    value = my_dictionary
    for arg in args:
        if arg.isdigit():
            arg = int(arg)
        value = value[arg]
    print(value)
</code></pre>

<p>But have no idea how to edit it using the same logic. I can't search and replace by the value itself as there can be duplicates and having several if statements for each possible arg count doesn't feel very pythonic.</p>

<p>EXAMPLE:</p>

<pre><code>data {
    'edited-fields': ['mail-signatures-work', 'mail-signatures-personal', 'mail-outofoffice', 'todo-pending-0'], 
    'mail-signatures-work': 'I'm Batman', 
    'mail-signatures-personal': 'Bruce, Wayne corp.',
    'mail-outofoffice': 'false',
    'todo-pending-0': 'Call Martha'
}
</code></pre>

<p>I'd like to process that request like this:</p>

<pre><code>for field in data['edited-fields']:
    update_batman_db(field, data[field])

def update_batman_db(key-to-parse, value):
    # how-to?
    # key-to-parse ('mail-signatures-work') -&gt; batman_db pointer [""mail""][""signatures""][""work""] 
    # etc:
    batman_db[""mail""][""signatures""][""work""] = value
    batman_db[""mail""][""outofoffice""] = value # one less level
    batman_db[""todo""][""pending""][0] = value # list index
</code></pre>
","def update_batman_db(key, value):
    keys = key.split('-')  # parse the received key
    ix = batman_db         # initialize a ""pointer"" to the top most item
    for key in keys[:-1]:  # process up to the last key item
        try:               #  descending in the structure
            i = int(key)
            ix = ix[i]
        except:
            ix = ix[key]
    try:                   # assign the value with last key item
        i = int(keys[-1])
        ix[i] = value
    except:
        ix[keys[-1]] = value
",<python><dictionary>
46323974,0,arithmetic progression in python 3.6 in def function,"<p>I write python code in atom editor and make program arithmetic sequence in function</p>

<p>this is the code:</p>

<pre><code>def arithmetic(n):
flag = n

for flag in range(10):
    number = []
    result =  number.append(flag**2)
    return result
</code></pre>

<p>the result when print(arithmetic(5)):</p>

<pre><code>None
</code></pre>
","def arithmetic(n):
    flag = n
    number = []
    for flag in range(10):
        number.append(flag**2)
    return number

print (arithmetic(4))
",<python><python-3.x><data-structures>
46570497,0,How to return an average grade with people's names and grades?,"<pre><code>def average_grade(L):
    '''(list of list) -&gt; list
    L is a list of lists of strings. The first item in each
    sublist is a student name and the rest of the strings in the 
    sublist are grade values (numeric). Return a 
    new list of lists where each sublist has length 2 of
    the form [student_name (str), average grade (float)]
    &gt;&gt;&gt; average_grade([['Bob', 56, 80, 72, 90], ['Alice', 60, 88, 44, 70], ['Joe', 44, 100, 80, 60, 50]])
    [['Bob', 74.5], ['Alice', 65.5], ['Joe', 66.8]]
    '''
    new_list = [[]]
    for i in range(len(L)):
        if type(item) == type('a'):
            new_list.append(L)
            if type(item) == type(50):
                new_list.append(sum(L)/len(L))
    return new_list
</code></pre>

<p>I have this, and it doesn't work, but I'm not sure how to fix it. Can anyone help me please?</p>
","def average_grade(lst):
    """""" Return students' names and their average grades. """"""

    # This whole block can be replaced with this one-liner:
    # return [[sub[0], sum(sub[1:]) / len(sub[1:])] for sub in lst]

    averages = []

    for sublist in lst:
        student = sublist[0]
        grades = sublist[1:]
        average = sum(grades) / len(grades)
        averages.append([student, average])

    return averages

&gt;&gt;&gt; average_grade([['Bob', 56, 80, 72, 90], ['Alice', 60, 88, 44, 70], ['Joe', 44, 100, 80, 60, 50]])
[['Bob', 74.5], ['Alice', 65.5], ['Joe', 66.8]]
",<python><python-3.x>
46996484,0,Comparing two lists and removing matching values,"<p>I have a function that compares two lists with the purpose of removing the values that are the same and in the same position in both lists.</p>

<pre><code>def remove(l1, l2):
    r = []
    for char in range(len(l1)):
        if l1[char] != l2[char]:
             r.append(char)
    return r
</code></pre>

<p>While this returns the index of the characters that are not the same, I'm unsure as to how to get it to return the characters from l1.</p>

<pre><code>    remove(['S', 'T', 'U', 'V'], ['L', 'T', 'A', 'B'])
Expected:
    ['S', 'U', 'V']
Got:
    [0, 2, 3]
</code></pre>

<p>Thanks in advance!</p>
","def remove(l1, l2):
    r = []
    for char in range(len(l1)):
        if l1[char] != l2[char]:
             r.append(l1[char])
    return r
",<python-3.x><list>
47881903,0,List of branches of a Python tree,"<p>I have a tree of Python objects. The tree is defined intrinsically: each object has a list (potentially empty) of children.
I would like to be able to print a list of all paths from the root to each leaf.</p>

<p><a href=""https://i.stack.imgur.com/hS77m.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/hS77m.png"" alt=""enter image description here""></a></p>

<p>In the case of the tree above, this would mean:</p>

<pre><code>result = [
          [Node_0001,Node_0002,Node_0004],
          [Node_0001,Node_0002,Node_0005,Node_0007],
          [Node_0001,Node_0003,Node_0006],
         ]
</code></pre>

<p>The nodes must be treated as objects and not as integers (only their integer ID is displayed).
I don't care about the order of branches in the result. Each node has an arbitrary number of children, and the level of recursion is not fixed either.</p>

<p>I am trying a recursive approach:</p>

<pre><code>def get_all_paths(node):
    if len(node.children)==0:
        return [[node]]
    else:
        return [[node] + get_all_paths(child) for child in node.children]
</code></pre>

<p>but I end-up with nested lists, which is not what I want:</p>

<pre><code>[[Node_0001,
  [Node_0002, [Node_0004]],
  [Node_0002, [Node_0005, [Node_0007]]]],
 [Node_0001, [Node_0003, [Node_0006]]]]
</code></pre>

<p><strong>Any help would be gladly welcomed, this problem is driving me crazy :p</strong></p>

<p>Thanks</p>
","def get_all_paths(node):
    if len(node.children) == 0:
        return [[node]]
    return [
        [node] + path for child in node.children for path in get_all_paths(child)
    ]
",<python><tree>
46657278,0,Python stop a thread after n seconds,"<p>How can i stop a thread after 5 seconds? I want to print ""Hello World"" every seconds and then stop after 5 seconds. This is my code:</p>

<pre><code>import threading

def printthis():
   threading.Timer(1.0, printthis).start()
   print(""Hello, World!"")

printthis()
</code></pre>
","def printthis():
    print_count = 0
    while print_count &lt; 5: # 5 because print_count will be 5 after printing the 5th time
        threading.Timer(1.0, printthis).start()
        print(""Hello, World!"")
        print_count += 1 
printthis()
",<python><python-3.6>
46639879,0,Summation of results from a loop,"<p>I would like to be able to calculate the sum of the 'totalTimes' that is returned by the loop. Any ideas on how to do it? Here is the code I currently have:</p>

<p>Thanks</p>

<pre><code>subjectsNum = int(input (""How many subjects do you have to study?""))

def subject():
    for i in range (1, subjectsNum+1):

        subjectName = input (""What is the subject name?"")
        pagesQuantity = float(input (""How many pages do you have to study?""))
        pagesTime = float (input (""How long do you reckon it will take to study one page (in minutes)?""))
        totalTime = (pagesQuantity) * (pagesTime)/60
        print(""The estimated time to study %s is %s hours"" %(subjectName, totalTime) )


subject()
</code></pre>
","def subject():
    times = []  # this is our accumulator
    for i in range(1, subjectsNum+1):
        ...
        times.append(totalTime)

    return times  # return it to the outer scope

times = subject()  # assign the return value to a variable
grand_total = sum(times)  # then add it up.
",<python><function><loops><sum>
47223448,0,Python 3: For loop comparing strings in lists,"<p>I have a simple script that takes any number of lists, containing any number of items. I need to get iterate over these lists and display values which appear in more than one list, here is what I have so far:</p>

<pre><code>def lists(*usrin):

# STRINGS IN MULTIPLE LISTS
repeat_strings = set()
for a, b in itertools.combinations(usrin, 2):
    repeat_strings.update(set(a).intersection(b))
    print(', ' .join(repeat_strings))
</code></pre>

<p>As a user if I pass the function the following arguments:</p>

<pre><code>lists(['g', 'gh', 'ghj', 'g'], ['j', 'ju', 'gh', 'gk', 'gn'], ['gn'])
</code></pre>

<p>I would expect to get:</p>

<pre><code>gn, gh
</code></pre>

<p>As the output, however I get:</p>

<pre><code>gh
gh
gn, gh
</code></pre>

<p>I'm not sure where the first two 'gh' are coming from. </p>

<p>If I add another list to, making the function call looks like this:</p>

<pre><code>lists(['g', 'gh', 'ghj', 'g'], ['j', 'ju', 'gh', 'gk', 'gn'], ['gn'], ['g', 'gk'])
</code></pre>

<p>I would expect to get:</p>

<pre><code>g, gn, gk, gh
</code></pre>

<p>But instead get:</p>

<pre><code>gh
gh
g, gh
g, gn, gh
g, gn, gk, gh
g, gn, gk, gh
</code></pre>

<p>Which makes me think that I'm misunderstanding the for loop I've made, could anyone explain what I'm doing wrong?</p>
","def lists(*usrin):

    # STRINGS IN MULTIPLE LISTS
    repeat_strings = set()
    for a, b in itertools.combinations(usrin, 2):
        repeat_strings.update(set(a).intersection(b))
    print(', ' .join(repeat_strings))
",<arrays><python-3.x><list><for-loop>
49130192,0,Check if two values are both non-negative or both negative,"<p>Given a pair of integer values, I need to check if both are non-negative or both are negative.</p>

<p>The trivial way is:</p>

<pre><code>def func(a, b):
    return (a &gt;= 0 and b &gt;= 0) or (a &lt; 0 and b &lt; 0)
</code></pre>

<p>But I am looking for something ""neater"", which I believe to be possible, so I came up with this:</p>

<pre><code>def func(a, b):
    return (a &gt;= 0) ^ (b &gt;= 0) == 0
</code></pre>

<p>However, this one feels a little ""obscure to the average reader"".</p>

<p>Is there a cleaner way?</p>

<p>Thank you.</p>
","def func(a, b):
    return a * b &gt;= 0
",<python><python-3.x>
47986811,0,Basic python-creating user defined function,"<p>I have a very basic doubt. I am currently using python3.0</p>

<p>Below is the code I have created for user-defined function called <code>double()</code></p>

<p>Code:</p>

<pre><code>def double(i):
    for n in range(2,5):
        x=i**n
        print(x)
    return(x)
print(double(2))
</code></pre>

<blockquote>
  <p>output: 4 8 16 16</p>
</blockquote>

<p>I got 16 displayed twice, what is the error?</p>
","def double(i):
    for n in range(2,5):
        x=i**n
        print(x)
    return(x)

double(2) # don't write print here because you already print inside function
",<python-3.x>
42187202,0,How to change number corresponding to a key in a dictionary to a symbol,"<p>draw_histogram({'a': 2, 'b': 7, 'c': 5})</p>

<p>Key:value</p>

<p>prints:</p>

<p>a: --</p>

<p>b: -------</p>

<p>c: -----</p>

<p>How would you change the numbers to ""-"" and also print in different lines?</p>
","def draw_histogram(h):
    for k, v in h.items():
        print(""%s: %s"" % (k, ""-"" * v))
",<python><dictionary>
44212271,0,Building a sum tree from leaves,"<p>Hey i am preparing for exams and i could use some help.
The task is to build a binary sum tree (parent node key is a sum of children keys) from an array of values of leaves (left to right) which is always 2^n long. I first transform the array to an array of nodes. Then i have made a recursive function that combines pairs and calls itself on a new array of created nodes. Is there a better way of doing this task? maybe one that is ""in place""?
e.g.</p>

<p>input: [1,2,3,4]</p>

<p>output:      </p>

<blockquote>
<pre><code>      10
    /    \
   3      7
  / \    / \
 1   2  3   4
</code></pre>
</blockquote>

<pre><code>class SumTree:
    def __init__(self):
        self.root = None

class Node:
    def __init__(self):
        self.key = 0
        self.parent = None
        self.left = None
        self.right = None

def makeNode(key):
    n = Node()
    n.key = key
    return n

def buildSumTree(array):
    for i in range(len(array)):
        array[i] = makeNode(array[i])
    tree = SumTree()
    tree.root = buildSumTree_rec(array)
    return tree

def buildSumTree_rec(array):
    if len(array) == 1 :
        return array[0]
    else:       
        a = []
        for i in range(0, len(array) // 2, 2):
            n = makeNode(array[i].key + array[i + 1].key)
            n.left = array[i]
            n.right = array[i + 1]
            array[i].parent = n
            array[i + 1].parent = n
            a.append(n)
        return buildSumTree_rec(a)
</code></pre>
","def buildSumTree(array):
    return buildSumTree2(array, 0, len(array))

def buildSumTree2(array, startpos, length):
    if length &lt; 1:
        return None
    if length == 1:
        return makeNode(array[startpos])
    halflen = length/2
    l = buildSumTree2(array, startpos, halflen)
    r = buildSumTree2(array, startpos+halflen, length-halflen)
    n = makeNode(l.key + r.key)
    n.left = l
    n.right = r
    return n
",<python><algorithm><recursion><binary-tree>
52324005,0,python code to calculate median for a list as input,"<p>I have the following function:</p>

<pre><code>def median(list):
  if list ==[]:
    return []

  elif len(list)==1:
    return list[0]

  else: 
    list= sorted(list)
    length= len(list)+1
    median=0

    if length%2==0:
            median= (list[length/2]+list[length/2-1])/2
    else:
            median= list[length-1/2]    
  return median
</code></pre>

<p>It gives me an error when I call it like this:</p>

<pre><code>median([4, 5, 5, 4])
</code></pre>

<blockquote>
  <p>resulted in an error: list index out of range</p>
</blockquote>

<p>PS:I am new to python, please excuse me if this is very basic!</p>
","def median(list1):

   length= len(list1)

   if length &lt;=0 :
       return None
   if (length)==1:
       return list1[length//2] 
   else: 
     list1= sorted(list1)
     median=0

     if length % 2 == 0:
             median= (list1[length//2]+list1[length//2-1])/2
     else:
             median= list1[length//2]    
   return median
",<python-3.x>
55173864,0,How to find whether a string either a key or a value in a dict or in a dict of dicts,"<p>This looks like it should be simple, but for some reason I can't get there.</p>

<p>I have dicts that could be in several possible formats:</p>

<pre><code>dict1 = {""repo"": ""val1"", ""org"":""val2""}
dict2 = {""key1"":""repo"", ""key2"":""org""}
dict3 = {""key1"":""org and stuff""}
dict4 = {""org and stuff"":""value1""}
dict5 = {""key1"":{""value1"":""value2""}, ""key2"":{""1"":""org""}}
dict6 = {""org"":{""value1"":""value2""}, ""key2"":{""value1"":""value2""}}
dict7 = {""org"":{""subkey1"":{""value1"":""value2""}}, ""key2"":{""value1"":""value2""}}
dict8 = {""key1"":{""subkey1"":{""value1"":""org""}}, ""key2"":{""value1"":""value2""}}
</code></pre>

<p>I want to search for the string <code>'org'</code> and if it is anywhere in the dict (key, value, key[subkey][value], etc.), return true. I do not want partial string matches.</p>

<p>That is, I'm looking for the following result:</p>

<pre><code>True
True
False
False
True
True
True
True
</code></pre>

<p>I have read these questions, but none of them quite answer because I could have nested dicts:</p>

<p><a href=""https://stackoverflow.com/questions/47359801/how-to-search-for-all-the-characters-from-a-string-in-all-dictionary-values?noredirect=1&amp;lq=1"">How to search for all the characters from a string in all Dictionary.Values()</a></p>

<p><a href=""https://stackoverflow.com/questions/49525777/generic-function-to-replace-value-of-a-key-in-a-dict-or-nested-dict-or-list-of-d"">Generic Function to replace value of a key in a dict or nested dict or list of dicts</a></p>

<p><a href=""https://stackoverflow.com/questions/10484261/find-dictionary-items-whose-key-matches-a-substring"">Find dictionary items whose key matches a substring</a></p>

<p><a href=""https://stackoverflow.com/questions/5992666/filter-a-dict-of-dict"">Filter a dict of dict</a></p>

<p><a href=""https://stackoverflow.com/questions/12771710/how-can-i-check-if-the-characters-in-a-string-are-in-a-dictionary-of-values"">How can I check if the characters in a string are in a dictionary of values?</a></p>
","def indict(thedict, thestring):
    if thestring in thedict:
        return True
    for val in thedict.values():
        if isinstance(val, dict) and indict(val, thestring):
            return True
        elif isinstance(val, str) and val == thestring:
            return True
    return False
",<python><dictionary>
52902926,0,How to create a function to find numbers divisible by 7 but not by 5,"<p>Im trying to write a function named find_numbers that will find all numbers  divisible by 7 and not by 5. </p>

<p>My issue is the actual function
this is what I have so far:</p>

<pre><code>def find_numbers(lower_bound, upper_bound):
    for i in range(lower_bound,upper_bound):
        if (i % 7 == 0 and i % 5 !=0):
            print(i)

return ()
</code></pre>

<p>do i have the correct parameters? what exactly am i returning? I feel that i'm close to the correct solution, but I really am stuck :( It's printing out what I want, sort of,  but not correctly. Any help is really appreciated!! Thank you all. </p>

<pre><code>lower_bound = int( input(""Lower bound to search for numbers: "") )
upper_bound = int( input(""Upper bound to search for numbers: "") )

found_numbers = find_numbers(lower_bound, upper_bound)

print(""The numbers that are divisible by 7 but not by 5 
are:\n{}"".format(found_numbers))
</code></pre>
","def find_numbers(lower_bound, upper_bound):
    results=[]
    for i in range(lower_bound,upper_bound):
      if (i % 7 == 0 and i % 5 !=0):
          results.append(i)
    return results

lower_bound = int( input(""Lower bound to search for numbers: "") )
upper_bound = int( input(""Upper bound to search for numbers: "") )

found_numbers = find_numbers(lower_bound, upper_bound)

print(""The numbers that are divisible by 7 but not by 5 
are:\n{}"".format(found_numbers))
",<python><python-3.x><function>
53744402,0,How to translate a stream of '0' and '1' to characters?,"<p>I'm trying to translate a stream of <code>0</code>, <code>1</code> to characters, 
without using other libraries,</p>

<p>for example 'Hello World':</p>

<blockquote>
  <p>0100100001000101010011000100110001001111001000000101011101001111010100100100110001000100</p>
</blockquote>

<p>I found something like this:</p>

<pre><code>def BinaryToString(binary):
    bingen = (binary[i:i+7] for i in range(0, len(binary), 7))
    return ''.join(chr(eval('0b'+n)) for n in bingen)
</code></pre>

<p>but when I'm trying to translate, this is the answer:</p>

<pre><code>&gt;&gt;&gt; BinaryToString(""0100100001000101010011000100110001001111001000000101011101001111010100100100110001000100"")
""$\x11)Db&lt;@W'TID\x04""
&gt;&gt;&gt; 
</code></pre>
","def BinaryToString(binary):
    bingen = (binary[i:i+8] for i in range(0, len(binary), 8))
    return ''.join(chr(eval('0b'+n)) for n in bingen)
",<python><python-2.x>
53765621,0,How to write a function which takes a string and turns into a single digit?,"<p>I want to write a function which turns a string into a single digit. Every letter has a number value and at the end, it should return the sum of letters but if it's bigger than 10 it should take the sum of the digits until it finds between 0 and 10. For example, if result 99 it should firstly take 9+9 = 18 then it should take 1 + 8 and the final answer must be 9.</p>

<pre><code>def name_numerology(name):

    letters = 'ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz'
    numbers = '1234567891234567891234567812345678912345678912345678'

    toq = list(zip(letters, numbers))
    sie = []
    for i in name:
        if i in letters:
            sie.append(toq[letters.index(i)])
    ruk = []
    for i, k in sie:
        ruk.append(int(k))
    zu = sum(ruk)
    da = [i for i in str(zu)]
    re = [int(i) for i in da]
    return sum(re)

print(name_numerology('rasmuuuuuuuu'))
</code></pre>

<p>output is:</p>

<pre><code>12
</code></pre>

<p>I stucked here</p>
","def name_numerology(name):

    letters = 'ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz'
    numbers = '1234567891234567891234567812345678912345678912345678'

    toq = list(zip(letters, numbers))
    sie = []
    for i in name:
        if i in letters:
            sie.append(toq[letters.index(i)])
    ruk = []
    for i, k in sie:
        ruk.append(int(k))
    zu = sum(ruk)
    while zu &gt; 10:

        da = [i for i in str(zu)]
        re = [int(i) for i in da]
        zu = sum(re)
        if zu is not None and zu &lt; 10:
            return zu
    return zu # will handle if number is less than 10 prior to while loop, otherwise ""None""

print(name_numerology('rasmuuuuuuuu'))
# 3
print(name_numerology('GHKLLLlllllmmmmmmmmmmmmmmmmmmmmmmmmmmmmm'))
# 4
print(name_numerology('A'))
# 1
",<python><string><algorithm><function>
55074815,0,find common unique elements of lists and returning None if empty list,"<p>Why the last part of my code doesn't work?</p>

<pre><code>def common_elements(list1, list2):


    #a list with common element
    common_elements=[]
    common_unique_elements=[]

    for i in list1:
        if i in list2:
            common_elements.append(i)
    #removing repeated elements
            for i in common_elements:
                if i not in common_unique_elements:
                    common_unique_elements.append(i)
    #returning None for empty list                
                    if len(common_elements)==0:
                        return None
    return sorted(common_unique_elements)
</code></pre>
","def common_elements(list1, list2):
    common = []
    for i in list1:
        if i in list2 and i not in common:
            common.append(i)                
    return None if not common else sorted(common)

list1 = ['a','b','b,','c']
list2 = ['f','b','e','a','a']

print(common_elements(list1, list2))
# ['a', 'b']
",<python><python-3.x>
